idrebap,barrio_nombre,provincia_id,provincia_nombre,departamento_nombre,localidad_nombre,geojson
3998,Palermo,82,Santa Fe,San Cristobal,San Cristobal,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.235600687205746,-30.321225547389776],[-61.236230772027533,-30.321091347886146],[-61.237217687205757,-30.325245999999936],[-61.2363460781985,-30.325396687205785],[-61.235836547389809,-30.323116156397024],[-61.236020612341932,-30.323081664306134],[-61.235685520897,-30.321603159673625],[-61.235423078198494,-30.321603999999979],[-61.234525469191247,-30.320823921801431],[-61.234841214726011,-30.320259464176157],[-61.235361693828992,-30.320158113074019],[-61.235600687205746,-30.321225547389776]]]]}"
3999,Barrio Bustamante,82,Santa Fe,San Cristobal,San Cristobal,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.23707758897374,-30.311472253002151],[-61.23786625048043,-30.314792475437169],[-61.237147193520315,-30.314910201619874],[-61.236719592710344,-30.31304575383238],[-61.236797999999965,-30.312265999999966],[-61.2369379870395,-30.311489673115215],[-61.23707758897374,-30.311472253002151]]],[[[-61.235948410612238,-30.306915636259756],[-61.235482739956055,-30.307046248307749],[-61.235011055267293,-30.305665510698429],[-61.235601273526186,-30.305551237172164],[-61.235948410612238,-30.306915636259756]]]]}"
4000,Juan Xxiii,82,Santa Fe,San Cristobal,San Cristobal,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.249974964507238,-30.318411690877497],[-61.249931099872612,-30.318549986333387],[-61.248789216618107,-30.318839783381847],[-61.2470427866537,-30.317839760304462],[-61.246813105048872,-30.316768799665006],[-61.248077545343506,-30.316513769802935],[-61.249423540611311,-30.316274574235777],[-61.249974964507238,-30.318411690877497]]]]}"
4001,Pellegrino,82,Santa Fe,San Cristobal,San Cristobal,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.245301597379864,-30.299608099563283],[-61.244915766326187,-30.297904850687267],[-61.246324666618513,-30.297660316172419],[-61.24614807153408,-30.29666411475025],[-61.247410461038463,-30.296477627962819],[-61.248022727188072,-30.299086746757098],[-61.245301597379864,-30.299608099563283]]]]}"
4187,Triangulo,82,Santa Fe,San Javier,San Javier,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.925144999999986,-30.575920999999937],[-59.922937601746696,-30.576488194759794],[-59.92285899999996,-30.576097999999945],[-59.922744999999964,-30.575789999999984],[-59.922521999999958,-30.575396999999953],[-59.922360008733584,-30.574937805240108],[-59.92144735787101,-30.573608523203315],[-59.9213623895196,-30.573199203493409],[-59.922884999999951,-30.57293999999996],[-59.923361999999941,-30.575102999999956],[-59.924195991266323,-30.57493740698688],[-59.924321203493392,-30.575210212227006],[-59.924642194759755,-30.575126008733569],[-59.924587999999972,-30.574935601746692],[-59.925295549344924,-30.574788822707369],[-59.925500142358018,-30.575415406986867],[-59.925021796506535,-30.5755406017467],[-59.925144999999986,-30.575920999999937]]]]}"
4188,San Francisco,82,Santa Fe,San Javier,San Javier,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.922050999999954,-30.573023999999975],[-59.9213254304687,-30.57314735781247],[-59.921071438281182,-30.573302698437473],[-59.920524194531232,-30.572820349218681],[-59.919657926562465,-30.572343967187471],[-59.918665999999973,-30.571761999999978],[-59.917402560937489,-30.571171821093703],[-59.917595748437449,-30.570959496093728],[-59.918994821093705,-30.571617219531223],[-59.919818821093735,-30.571460658593708],[-59.919887300781205,-30.571969739843706],[-59.920973560937455,-30.571806959374936],[-59.92112378046869,-30.572557219531177],[-59.921965739843742,-30.572431959374949],[-59.922050999999954,-30.573023999999975]]]]}"
4189,Colonia Indigena,82,Santa Fe,San Javier,San Javier,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.942813569270768,-30.5734547145833],[-59.943132571354141,-30.573261285416613],[-59.947336427083293,-30.575734284374935],[-59.949003001041639,-30.576745428645808],[-59.948499141666645,-30.576859857812465],[-59.9472825248651,-30.576100701574621],[-59.942813569270768,-30.5734547145833]]]]}"
4190,Santa Rosa,82,Santa Fe,San Javier,San Javier,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.940306999999962,-30.573574999999948],[-59.939926999999955,-30.572195999999963],[-59.94317099999995,-30.57163799999995],[-59.943445999999938,-30.572955999999976],[-59.940306999999962,-30.573574999999948]]]]}"
4191,El 11,82,Santa Fe,San Javier,San Javier,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.939110999999968,-30.576947999999959],[-59.938938782423563,-30.576420434825273],[-59.942545652074188,-30.575650391375515],[-59.942345608624407,-30.5749858696506],[-59.941406130349286,-30.57516230447596],[-59.941186695523982,-30.574398913100378],[-59.940138869650617,-30.574598956550151],[-59.940003217576376,-30.57404452172484],[-59.9410728696506,-30.573838086899503],[-59.941425999999979,-30.575136999999984],[-59.942360999999948,-30.574968999999953],[-59.9429598696506,-30.576830565174625],[-59.941596304475922,-30.577066217248849],[-59.941407347925718,-30.576353521397326],[-59.940449869650635,-30.576568260698622],[-59.940348999999969,-30.576745999999957],[-59.939110999999968,-30.576947999999959]]]]}"
3979,Bachi,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.923896580999951,-31.951360466999972],[-60.923916455999972,-31.951357953999945],[-60.923896999999954,-31.951361999999961],[-60.923896580999951,-31.951360466999972]]],[[[-60.923916455999972,-31.951357953999945],[-60.923942927999974,-31.951352448999955],[-60.923923999999943,-31.951356999999973],[-60.923916455999972,-31.951357953999945]]],[[[-60.923942927999974,-31.951352448999955],[-60.924185999999963,-31.951293999999962],[-60.924351912999953,-31.951263092999966],[-60.92434899999995,-31.95126799999997],[-60.923942927999974,-31.951352448999955]]],[[[-60.923350999999968,-31.951479999999947],[-60.92327899999998,-31.951249999999959],[-60.923829999999953,-31.951116999999954],[-60.923896580999951,-31.951360466999972],[-60.923836999999935,-31.951367999999945],[-60.923350999999968,-31.951479999999947]]],[[[-60.924351912999953,-31.951263092999966],[-60.924440999999945,-31.951112999999964],[-60.924531999999942,-31.950838999999974],[-60.924604999999985,-31.950563999999929],[-60.924650999999983,-31.95031199999994],[-60.924653999999975,-31.949757999999974],[-60.92461099999997,-31.949490999999966],[-60.92456999999996,-31.949289999999962],[-60.924499999999966,-31.949004999999943],[-60.923855999999944,-31.946872999999982],[-60.923786999999948,-31.946677999999963],[-60.923611999999935,-31.946365999999955],[-60.92378199999996,-31.946287999999981],[-60.923982999999964,-31.946766999999966],[-60.924133999999981,-31.947219999999959],[-60.924437999999952,-31.948208999999963],[-60.924679999999967,-31.948147999999946],[-60.924853999999982,-31.948744999999974],[-60.925257999999985,-31.950186999999971],[-60.925020999999958,-31.95026299999995],[-60.924981999999943,-31.950562999999931],[-60.924958999999944,-31.951149999999984],[-60.924351912999953,-31.951263092999966]]]]}"
3980,Boulevard Oroño,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.924677999999972,-31.951259999999934],[-60.924568999999963,-31.951580999999976],[-60.924439999999947,-31.95178599999997],[-60.924301999999955,-31.952049999999929],[-60.924165999999957,-31.952221999999949],[-60.923970999999938,-31.952448999999945],[-60.923719999999946,-31.952670999999953],[-60.923303999999973,-31.95299799999998],[-60.921851999999944,-31.954087999999956],[-60.919680999999969,-31.955801999999949],[-60.918921999999952,-31.956392999999935],[-60.917739999999981,-31.957341999999983],[-60.917287999999985,-31.957594999999969],[-60.916529999999966,-31.958124999999939],[-60.916356999999948,-31.957980999999961],[-60.91669799999994,-31.957702999999981],[-60.917683999999952,-31.956943999999964],[-60.918112999999948,-31.956606999999963],[-60.919801999999947,-31.955285999999944],[-60.920250999999951,-31.954905999999937],[-60.920786999999962,-31.954531999999972],[-60.921571999999969,-31.953931999999952],[-60.922185999999954,-31.953430999999966],[-60.923044999999945,-31.952760999999953],[-60.923390999999981,-31.952459999999974],[-60.923640999999975,-31.952256999999975],[-60.923866999999973,-31.95202299999994],[-60.92411599999997,-31.951656999999955],[-60.924275999999963,-31.951339999999959],[-60.924677999999972,-31.951259999999934]]]]}"
3981,Barrio 427,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.91853611665524,-31.939392363071974],[-60.920463671615678,-31.941405639301241],[-60.920052639301268,-31.941703868122236],[-60.918112309905766,-31.939610043175882],[-60.91853611665524,-31.939392363071974]]]]}"
3982,Las Fuentes,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.928377999999952,-31.987117999999953],[-60.92874999999998,-31.988952999999981],[-60.929276999999956,-31.988863999999978],[-60.929298999999958,-31.989235999999948],[-60.929276999999956,-31.989842999999951],[-60.929327999999941,-31.990526999999929],[-60.929359999999974,-31.991292999999928],[-60.92917099999994,-31.991306999999949],[-60.929303999999945,-31.993118999999979],[-60.928394999999966,-31.993302999999969],[-60.928492999999946,-31.994438999999943],[-60.928327999999965,-31.994445999999982],[-60.928179999999941,-31.993379999999945],[-60.927653999999961,-31.989311999999984],[-60.927379999999971,-31.98669899999993],[-60.927199999999971,-31.985261999999977],[-60.927782999999977,-31.985126999999977],[-60.928377999999952,-31.987117999999953]]]]}"
3983,Santa Maria,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.926226065364538,-31.964409598046853],[-60.929761897070279,-31.964321532682231],[-60.932872027799441,-31.964229429752535],[-60.936225950561862,-31.964134717800953],[-60.944274168294207,-31.963854831705707],[-60.9442377009765,-31.964198869270781],[-60.940165326822878,-31.964329102929668],[-60.935858663411423,-31.964458467317669],[-60.935461406445256,-31.964545532682234],[-60.926182467317673,-31.9647457009765],[-60.926226065364538,-31.964409598046853]]]]}"
4034,El Paraiso,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.918449650999449,-31.939383082125865],[-60.917986060256936,-31.939594707782661],[-60.917073999999957,-31.938518999999928],[-60.916001999999935,-31.93742199999997],[-60.915156999999965,-31.936462999999947],[-60.914437999999961,-31.935754999999972],[-60.913974999999937,-31.935255999999981],[-60.913296999999943,-31.934514999999976],[-60.912932999999953,-31.934042999999974],[-60.912365999999963,-31.932968999999957],[-60.9117632368995,-31.931581745633139],[-60.910603728165881,-31.928983236899512],[-60.910953763100395,-31.928916236899511],[-60.912575663044052,-31.932765967205288],[-60.912548999999956,-31.932909999999936],[-60.913098999999931,-31.93388299999998],[-60.91348899999997,-31.934407999999962],[-60.916616745633121,-31.937650219432271],[-60.918149999999969,-31.939303236899491],[-60.91826849126636,-31.93922023689953],[-60.918449650999449,-31.939383082125865]]]]}"
4035,Barrio 44,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.91065279575821,-31.928958667575571],[-60.909582999999941,-31.926493999999934],[-60.908869999999979,-31.924764999999979],[-60.908225024235776,-31.923290927292541],[-60.9078750727074,-31.922691927292519],[-60.907367487882077,-31.921533489465027],[-60.907196096943167,-31.921156756058934],[-60.907551999999953,-31.921050999999977],[-60.90710299999995,-31.91998099999995],[-60.906794999999931,-31.920075999999938],[-60.906700999999941,-31.919872999999939],[-60.907010999999954,-31.919765999999981],[-60.907446219705172,-31.920726512117881],[-60.907765975764157,-31.920600828766325],[-60.908025098526139,-31.921139634879871],[-60.907701023366194,-31.921291485387453],[-60.907696219705223,-31.921380366703008],[-60.90746546364624,-31.921514268176825],[-60.907706999999959,-31.922139999999956],[-60.907972243941032,-31.922030780294712],[-60.908582512117846,-31.923367072707389],[-60.908778024235744,-31.923312096943185],[-60.909353999999951,-31.92484799999994],[-60.909245999999939,-31.925015999999971],[-60.909627999999941,-31.925980999999979],[-60.909900999999934,-31.926594999999963],[-60.910507999999936,-31.927996999999948],[-60.910862436576323,-31.92888020201222],[-60.91065279575821,-31.928958667575571]]],[[[-60.906460591999974,-31.918451551999965],[-60.906308999999965,-31.918510999999967],[-60.906049999999937,-31.917968999999971],[-60.906222999999954,-31.917888999999946],[-60.906460591999974,-31.918451551999965]]]]}"
4036,Basualdo,82,Santa Fe,San Jeronimo,San Jeronimo Norte,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.928383999999937,-32.008423999999934],[-60.927949999999953,-32.01016599999997],[-60.928092999999933,-32.010215999999957],[-60.927889999999934,-32.011475999999959],[-60.927865999999938,-32.012284999999963],[-60.927892999999983,-32.012751999999978],[-60.927938999999981,-32.013249999999971],[-60.928068999999937,-32.013844999999947],[-60.928127999999958,-32.014115999999945],[-60.927723999999955,-32.014153999999962],[-60.927520999999956,-32.01345299999997],[-60.927405999999962,-32.012658999999928],[-60.927405999999962,-32.012108999999953],[-60.927471999999966,-32.011160999999959],[-60.927588999999955,-32.010351999999955],[-60.927868999999987,-32.009214999999983],[-60.928192999999965,-32.008020999999928],[-60.928465999999958,-32.006742999999972],[-60.928832999999941,-32.005175999999949],[-60.929176999999981,-32.003611999999976],[-60.92939199999995,-32.003583999999933],[-60.928383999999937,-32.008423999999934]]]]}"
1884,Batallan,82,Santa Fe,San Lorenzo,Capitan Bermudez,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.711785248543677,-32.831609745631042],[-60.71231199417474,-32.832168364077624],[-60.714940005825213,-32.835401999999931],[-60.714527878640716,-32.835647127184394],[-60.714511127184416,-32.836045127184413],[-60.712178497087365,-32.836003502912575],[-60.7119463124413,-32.834645024839112],[-60.712074990291292,-32.834598899514489],[-60.711927133009659,-32.833708092232982],[-60.711785955387,-32.833686440448794],[-60.711568994174741,-32.832423624271776],[-60.711785248543677,-32.831609745631042]]]]}"
1882,Copello,82,Santa Fe,San Lorenzo,Capitan Bermudez,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.72283649583327,-32.824812433854127],[-60.724213999999961,-32.820798433854144],[-60.730527999999936,-32.82103799999993],[-60.729104752083266,-32.825070247916607],[-60.727913123958309,-32.825056247916642],[-60.72283649583327,-32.824812433854127]]]]}"
1875,Barrio Quinta,82,Santa Fe,San Lorenzo,Capitan Bermudez,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.724991216672095,-32.82885148929811],[-60.72653177151436,-32.828913686425672],[-60.726704308118769,-32.828949752533326],[-60.72890563885332,-32.829065926919256],[-60.728852102312992,-32.829523809990036],[-60.727683624237173,-32.829476780757773],[-60.727669146161396,-32.830629204625993],[-60.724941879686931,-32.830474636929132],[-60.724991216672095,-32.82885148929811]]]]}"
1876,Carrillo,82,Santa Fe,San Lorenzo,Capitan Bermudez,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.72390865836028,-32.807795986178974],[-60.720796613762246,-32.808356048534478],[-60.720675321874936,-32.807894268229127],[-60.723768536224433,-32.807328305803487],[-60.72390865836028,-32.807795986178974]]]]}"
4185,El Formoseno,82,Santa Fe,San Lorenzo,Carcaraña,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.17025838634131,-32.8503136347259],[-61.169819999999959,-32.850834999999961],[-61.16917435136444,-32.851531007005072],[-61.16904096732182,-32.851506560508],[-61.168561999999952,-32.851210999999978],[-61.168235943148147,-32.851169646875633],[-61.167808945906437,-32.851057359354812],[-61.167328999999938,-32.850728999999944],[-61.167318557976557,-32.850624081774058],[-61.167191414939381,-32.850495492689276],[-61.16687113542433,-32.849969774456987],[-61.166564551562459,-32.8496137414062],[-61.165859999999952,-32.849293999999929],[-61.165276517187436,-32.849016775781209],[-61.1655179222656,-32.848743517187444],[-61.16564933602276,-32.848654772799783],[-61.165847077734341,-32.848618405078078],[-61.166471999999942,-32.848764999999958],[-61.17025838634131,-32.8503136347259]]]]}"
1779,Posta 16,82,Santa Fe,San Lorenzo,Roldan,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.904336564930546,-32.888108732689446],[-60.904424011999936,-32.888422899999966],[-60.903076356096427,-32.888679656539828],[-60.9030345411869,-32.888694674238721],[-60.901707912638713,-32.88894796992043],[-60.901679226455045,-32.889035147124275],[-60.900390661081211,-32.889263015612329],[-60.900359436537769,-32.889207953663977],[-60.897679176551542,-32.88976193024201],[-60.897609750571156,-32.889356449488268],[-60.904336564930546,-32.888108732689446]]]]}"
1780,Villa Flores,82,Santa Fe,San Lorenzo,Roldan,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.907813694533871,-32.913173474879841],[-60.905444551651286,-32.9135766652898],[-60.903404759195169,-32.913918999999964],[-60.903122036780815,-32.912257999999952],[-60.904019086030821,-32.911074477108585],[-60.9056479430995,-32.911615481609516],[-60.907415999999955,-32.9115823143665],[-60.907813694533871,-32.913173474879841]]]]}"
1883,El Ombu,82,Santa Fe,San Lorenzo,Fray Luis Beltran,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.73513399999996,-32.78334499999994],[-60.735446999999965,-32.782888999999955],[-60.736175999999944,-32.782752999999957],[-60.736492999999939,-32.782684999999958],[-60.736547682038818,-32.782879478155323],[-60.736198999999942,-32.783829999999966],[-60.73601387864074,-32.784013286407713],[-60.734759796116485,-32.784557550970824],[-60.734616999999957,-32.78458999999998],[-60.734581999999932,-32.783946999999955],[-60.734762999999987,-32.783900999999958],[-60.73483699999997,-32.783736999999974],[-60.734915909713145,-32.783538309720811],[-60.73513399999996,-32.78334499999994]]]]}"
1887,Granaderos,82,Santa Fe,San Lorenzo,Fray Luis Beltran,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.736961999999949,-32.783419999999978],[-60.7389653990291,-32.777705465533941],[-60.739827866990275,-32.77758067233006],[-60.739763465533954,-32.776835066504837],[-60.741118933495081,-32.776549332524247],[-60.740761199514509,-32.777586199514531],[-60.741382133009644,-32.7774603990291],[-60.741483866990244,-32.777707465533936],[-60.744978135436888,-32.777044266019359],[-60.745044866990234,-32.77741239902906],[-60.746373866990226,-32.777200266019371],[-60.746152386138654,-32.778114613463771],[-60.745932137210481,-32.778145747783874],[-60.74356973398055,-32.782343800485364],[-60.743200159708678,-32.78234879563103],[-60.736961999999949,-32.783419999999978]]]]}"
1885,Costanera Ypf,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.74957834099996,-32.71675089699994],[-60.743898999999942,-32.717131999999935],[-60.742793999999947,-32.717248999999981],[-60.739660999999955,-32.718133999999964],[-60.739273999999966,-32.718295999999953],[-60.738953464062483,-32.717874464062447],[-60.743058285416595,-32.716458821354117],[-60.743587928124946,-32.716381999999953],[-60.743955176562473,-32.71621753593746],[-60.744715784374968,-32.716056821354115],[-60.745840999999984,-32.716129999999964],[-60.746591999999964,-32.716020999999955],[-60.747492999999963,-32.716074999999933],[-60.74783599999995,-32.716129999999964],[-60.748650999999938,-32.716111999999953],[-60.749648999999977,-32.716282999999976],[-60.750426999999945,-32.716260999999975],[-60.753791178645791,-32.7159942854166],[-60.75460871458327,-32.716141464062446],[-60.753479071874956,-32.717848821354131],[-60.75287899999995,-32.717591999999968],[-60.752491999999961,-32.717302999999959],[-60.751783999999986,-32.717004999999972],[-60.750861999999984,-32.716815999999938],[-60.750324999999975,-32.716742999999951],[-60.74957834099996,-32.71675089699994]]]]}"
1870,Moreno,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.745348999999976,-32.754543999999953],[-60.745264460999977,-32.754783163999946],[-60.744486306813506,-32.754949496852035],[-60.744423283684881,-32.754804740093185],[-60.744330442999967,-32.754773719999946],[-60.74420037799996,-32.754508363999946],[-60.744360978999964,-32.754449167999951],[-60.746031609999932,-32.754154269999958],[-60.745950999999934,-32.754412999999943],[-60.745348999999976,-32.754543999999953]]]]}"
1871,La Favelita,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.752243999999962,-32.750235999999973],[-60.752832999999953,-32.750236452183373],[-60.752924636026144,-32.750503452183381],[-60.753247363973735,-32.750429544104769],[-60.753322999999966,-32.750684999999976],[-60.752318999999943,-32.750882999999931],[-60.751603999999986,-32.751008999999954],[-60.751419999999939,-32.75041299999998],[-60.750939999999957,-32.750490999999954],[-60.750582180130969,-32.749000272052349],[-60.751926636026155,-32.74879454410474],[-60.752243999999962,-32.750235999999973]]]]}"
1872,Capitan Bermudez,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.751056870873747,-32.736792435436818],[-60.751015693689283,-32.73472874174751],[-60.752782999999965,-32.734429999999975],[-60.751056870873747,-32.736792435436818]]]]}"
1831,Felisa,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.737068515999965,-32.762441317999958],[-60.737538078999933,-32.762354843999958],[-60.737923004999971,-32.762285855999949],[-60.73833099999996,-32.762116999999932],[-60.740617999999984,-32.761730999999941],[-60.740732595999987,-32.762187278999932],[-60.741250467079865,-32.762068972662746],[-60.741279851662732,-32.762014848497046],[-60.7413840905828,-32.761995960914177],[-60.741407684251435,-32.762032199159783],[-60.741841851497014,-32.761956466662745],[-60.741860126794236,-32.762012990958063],[-60.742592667245596,-32.7619059990799],[-60.742599405245564,-32.761871678417108],[-60.742838225586496,-32.761833251146115],[-60.742808328491172,-32.761700319925914],[-60.743406844319615,-32.761585374674446],[-60.744226178771932,-32.761379218994129],[-60.743975766479487,-32.762062519185221],[-60.7437833199259,-32.762096846923896],[-60.743582432999972,-32.762643375999971],[-60.742752406331356,-32.762786781005786],[-60.742602164245547,-32.762279781005823],[-60.74176083575437,-32.7624227810058],[-60.74082599999997,-32.762593999999979],[-60.73980189599996,-32.762757091999958],[-60.739964227999963,-32.763503410999931],[-60.737803249068179,-32.763942188754314],[-60.737478265406835,-32.763144514309012],[-60.737264460999938,-32.763171754999973],[-60.737068515999965,-32.762441317999958]]]]}"
1857,Barrio Norte,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.73515383073952,-32.719889681517657],[-60.736289766147884,-32.719412971789886],[-60.737770999999952,-32.718470999999965],[-60.738324980357966,-32.718360095408308],[-60.739104077073911,-32.718269503470495],[-60.73968184499995,-32.721336325999971],[-60.735577066999952,-32.721794229999944],[-60.73515383073952,-32.719889681517657]]]]}"
1858,Mateo Galvez,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.732871087409791,-32.720901805122161],[-60.732689653977921,-32.720946594630142],[-60.732631046567576,-32.720405465886117],[-60.7328013007166,-32.720404862727335],[-60.73446564693505,-32.720192620350879],[-60.735001965792229,-32.720003144528839],[-60.735094991601734,-32.720892996400728],[-60.73292374967756,-32.721129882907469],[-60.732871087409791,-32.720901805122161]]]]}"
1764,Barrio Rivadavia Chino,82,Santa Fe,San Lorenzo,San Lorenzo,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.74072674699994,-32.770959610999967],[-60.737532791999968,-32.771464273999982],[-60.737122567999961,-32.769785862999981],[-60.739370088614372,-32.769434218702813],[-60.741231999999968,-32.769175999999959],[-60.74072674699994,-32.770959610999967]]]]}"
1859,Zona Rural De Puerto,82,Santa Fe,San Lorenzo,Puerto General San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.769813584561376,-32.696920582146966],[-60.770239999999944,-32.697145999999975],[-60.769863999999984,-32.697995999999932],[-60.769292772719965,-32.69762864824586],[-60.769813584561376,-32.696920582146966]]]]}"
1860,Petroleo,82,Santa Fe,San Lorenzo,Puerto General San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.736766999999986,-32.718911999999932],[-60.736125999999956,-32.719327999999962],[-60.735728999999935,-32.719518999999934],[-60.73526899999996,-32.719638999999972],[-60.734887993494375,-32.719718410559608],[-60.734339999999975,-32.71982799999995],[-60.733926999999937,-32.719881999999984],[-60.733465999999964,-32.720031999999946],[-60.732844999999941,-32.720062999999982],[-60.732666999999935,-32.719144999999969],[-60.734723678999956,-32.718849459999944],[-60.73489399999994,-32.719576999999958],[-60.735250999999948,-32.719428999999934],[-60.736028999999974,-32.719167999999968],[-60.736747999999977,-32.718772999999942],[-60.736766999999986,-32.718911999999932]]]]}"
1861,San Sebastian,82,Santa Fe,San Lorenzo,Puerto General San Martin,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.768940999999984,-32.701350999999931],[-60.768300999999951,-32.703347999999949],[-60.767835348341421,-32.705160531496894],[-60.767537021169922,-32.706241454424635],[-60.767147999999963,-32.707486999999958],[-60.7664685268689,-32.70961857381063],[-60.765697651019352,-32.709744775169867],[-60.764968875849455,-32.709995550339784],[-60.764430803999971,-32.711664006999968],[-60.763802798134115,-32.711877963843854],[-60.763544274757237,-32.711858370830072],[-60.76235916064072,-32.712067775849462],[-60.76296431999998,-32.711241866999956],[-60.76355863699996,-32.710471151999968],[-60.763928553490224,-32.710660609999934],[-60.764371143660135,-32.70999469166015],[-60.764093819999971,-32.709788701999969],[-60.764647142999934,-32.709055443999944],[-60.765140342320372,-32.709348849830036],[-60.765679911320333,-32.708628778660177],[-60.76591837916984,-32.708695297980526],[-60.766428809150433,-32.707943280509674],[-60.766113492300939,-32.707775191849478],[-60.766514934810616,-32.70721951432035],[-60.766898518470832,-32.706603192640749],[-60.767093250961153,-32.706360789189276],[-60.767035110150445,-32.706229015830075],[-60.767209577320337,-32.705995821490241],[-60.76710318532038,-32.705815635339768],[-60.767253129490236,-32.705190098660132],[-60.767553628999963,-32.705140495999956],[-60.767775239999935,-32.70508575599996],[-60.76796597699996,-32.704366427999958],[-60.767762502660169,-32.704344964849462],[-60.76760030632034,-32.703614848830036],[-60.767948598660162,-32.703521309999928],[-60.767750786830085,-32.702700223999955],[-60.768079062320354,-32.70260879516988],[-60.767884081150427,-32.701539706999938],[-60.768940999999984,-32.701350999999931]]]]}"
4002,San Martín,82,Santa Fe,San Martin,San Jorge,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.864940482919074,-31.888733140711125],[-61.8647723189295,-31.887854412451542],[-61.866952699169644,-31.887460898206555],[-61.867183524093761,-31.888312888488169],[-61.865389599063356,-31.888679336620427],[-61.864940482919074,-31.888733140711125]]]]}"
4003,Urquiza,82,Santa Fe,San Martin,San Jorge,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.8513116927729,-31.888018672374411],[-61.850989685239021,-31.886702513159371],[-61.851177729159353,-31.886664002466105],[-61.851071500159371,-31.886135517772889],[-61.851344577533823,-31.886120372772872],[-61.851762263681181,-31.887905894613468],[-61.8513116927729,-31.888018672374411]]]]}"
4004,El Silencio,82,Santa Fe,San Martin,San Jorge,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-61.869557053275052,-31.878860079912595],[-61.868662760261991,-31.87902318646282],[-61.868579999999952,-31.878640920087278],[-61.868744786899512,-31.878605920087313],[-61.868679999999983,-31.878287999999941],[-61.868775999999968,-31.878036999999949],[-61.868763999999942,-31.877748999999937],[-61.869219999999984,-31.877682999999934],[-61.869557053275052,-31.878860079912595]]]]}"
3973,Malvinas,82,Santa Fe,Vera,Calchaqui,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.292252789314723,-29.896358912969429],[-60.295146016802107,-29.895912983197832],[-60.295335314517914,-29.896849334339912],[-60.292422702284156,-29.897300280913619],[-60.292252789314723,-29.896358912969429]]]]}"
