idrebap,barrio_nombre,provincia_id,provincia_nombre,departamento_nombre,localidad_nombre,geojson
732,Papelitos,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.783047322706146,-34.537693035657938],[-58.782596989844826,-34.537418614070567],[-58.782361041832758,-34.537620855223771],[-58.782885693929167,-34.53794742438582],[-58.78396868699997,-34.53868383799994],[-58.783400058999973,-34.539275968999959],[-58.78234863299997,-34.538546851999968],[-58.781318552008138,-34.537863457503022],[-58.782902105006094,-34.536277260500995],[-58.78348193612387,-34.53568644998029],[-58.784445900685313,-34.536284108008381],[-58.783047322706146,-34.537693035657938]]]]}"
737,Ferrari,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.760664699195843,-34.547585025869338],[-58.756841126663176,-34.550387402261123],[-58.754388682673493,-34.548063405804051],[-58.758205271130535,-34.545331084532613],[-58.760664699195843,-34.547585025869338]]]]}"
178,Concejal Alfonzo Ii,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.764659021046278,-34.536402618089568],[-58.765913625952336,-34.535013048147675],[-58.766671906000269,-34.535354112712582],[-58.76554190504482,-34.536880663382306],[-58.764659021046278,-34.536402618089568]]]]}"
259,Nuestra Señora De Caacupé,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.785122077827964,-34.516764664874181],[-58.782676245405185,-34.5152264804349],[-58.784325215119885,-34.513517126149587],[-58.784391401066451,-34.51354801384587],[-58.785160709922962,-34.514047165617882],[-58.785779017942787,-34.5144485649392],[-58.785787243299652,-34.514500421073706],[-58.78659903383641,-34.5150698644301],[-58.786238947009053,-34.51554778998733],[-58.786201249396093,-34.515619607001653],[-58.785744191470044,-34.516194539360484],[-58.785122077827964,-34.516764664874181]]]]}"
50,Urquiza,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.81073378662505,-34.504211603540639],[-58.805793896502841,-34.505541581761634],[-58.805777586202275,-34.505490690502839],[-58.807295166259884,-34.503904259522486],[-58.808801027089686,-34.503475575209848],[-58.808925673263083,-34.503504541927605],[-58.8098224552244,-34.503267179992115],[-58.81073378662505,-34.504211603540639]]]]}"
67,11 De Septiembre Y Bruguetti,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.773101266065439,-34.509263895800508],[-58.773737251002309,-34.509602893479105],[-58.77374615074406,-34.509652583253867],[-58.773027751774137,-34.510580546451976],[-58.77236689387027,-34.510207879641264],[-58.773101266065439,-34.509263895800508]]]]}"
441,Comunidad Pueblo Guaraní,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.792610625689747,-34.518200448574831],[-58.791866184483787,-34.518972690489733],[-58.79103239936677,-34.518404879836567],[-58.791755702607823,-34.517702761209279],[-58.792610625689747,-34.518200448574831]]]]}"
442,Muñiz,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.796115665626075,-34.522783149721839],[-58.793705943999953,-34.521193557802889],[-58.795922819948359,-34.51885768494293],[-58.798354440340589,-34.520453753036819],[-58.796115665626075,-34.522783149721839]]]]}"
386,Alberdi,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.770795693495359,-34.507875362249521],[-58.77000831308554,-34.508918397797785],[-58.769850867256864,-34.508879441624806],[-58.768494009866977,-34.50812745452636],[-58.769274901675722,-34.50710015784518],[-58.770795693495359,-34.507875362249521]]],[[[-58.771512746766774,-34.509736579254955],[-58.7706951580801,-34.510790008409764],[-58.769223125734023,-34.510032716542767],[-58.769145692925292,-34.509937050468082],[-58.769902979529093,-34.508983844720362],[-58.770034468769047,-34.5089806519296],[-58.770278120566736,-34.509104414868474],[-58.771512746766774,-34.509736579254955]]]]}"
387,Las Acacias,06,Buenos Aires,Jose C. Paz,Jose Clemente Paz,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.758313400289651,-34.536408955210561],[-58.757417109451936,-34.535967809789142],[-58.757810702917759,-34.5354173796004],[-58.757871493368825,-34.535422826642623],[-58.75873776246965,-34.535838719341037],[-58.758716084795836,-34.535880822920291],[-58.758670923377657,-34.5359690329085],[-58.758627794099596,-34.535960885728748],[-58.758313400289651,-34.536408955210561]]]]}"
142,San Esteban,06,Buenos Aires,Cañuelas,Cañuelas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.72561234820779,-34.965118939850726],[-58.724838312701543,-34.9656824021798],[-58.724063709580278,-34.965005167219772],[-58.723710767012776,-34.964688049492445],[-58.72324555299997,-34.965015990959991],[-58.722873182039926,-34.965290839880019],[-58.721834110164949,-34.964330888215372],[-58.721809956665808,-34.964205442478352],[-58.721609255743125,-34.964184304613546],[-58.720979564991843,-34.963643430709077],[-58.720949587455927,-34.963528618639018],[-58.720634471299761,-34.963241290900051],[-58.722174143979991,-34.96201831486006],[-58.722783213900023,-34.962524301959981],[-58.7233256737801,-34.962093459999949],[-58.723874956860058,-34.962621982059915],[-58.724068686860036,-34.962471687079912],[-58.724624510662906,-34.96302021673354],[-58.724877283620259,-34.962820355219776],[-58.725461164760119,-34.963324500099866],[-58.726038513938683,-34.963853813802814],[-58.725042287186454,-34.964621639515038],[-58.72561234820779,-34.965118939850726]]]]}"
66,El Ombu,06,Buenos Aires,Cañuelas,Cañuelas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.744476561920258,-35.046367309632529],[-58.74356267365507,-35.047099511469625],[-58.744473128287652,-35.047927483674144],[-58.743539958837069,-35.04864232492028],[-58.742636571590928,-35.047866115776372],[-58.742511516753822,-35.047742528306728],[-58.74176702906059,-35.04708039514383],[-58.74158211838644,-35.046888507102224],[-58.740819281284196,-35.04619811836735],[-58.742608601632561,-35.044739463712247],[-58.743634932348328,-35.0456261383258],[-58.744476561920258,-35.046367309632529]]]]}"
140,Barrio Libertad,06,Buenos Aires,Cañuelas,Cañuelas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.766198240999984,-35.043602214958753],[-58.767498999999987,-35.042632999999967],[-58.766601553589382,-35.041887829713325],[-58.765937889917616,-35.041272511934046],[-58.766013176305485,-35.041221854645748],[-58.769051734032921,-35.038809257950568],[-58.769811208131721,-35.03942536683526],[-58.771121162024656,-35.038392290942284],[-58.771914718999923,-35.039093037934038],[-58.771506681156829,-35.039433045283815],[-58.771465269001595,-35.039517623046109],[-58.769777010999974,-35.040838748999931],[-58.770487342999957,-35.041454796999972],[-58.768910409999933,-35.042629334999958],[-58.769682681999939,-35.043245241999955],[-58.770453934999978,-35.042665799999952],[-58.769758711975278,-35.0420572584876],[-58.770514696983476,-35.041469251487626],[-58.7712570199588,-35.040868516983494],[-58.771534829487628,-35.040635022975266],[-58.772220502999971,-35.041231047999929],[-58.772914164999975,-35.040724372999932],[-58.775193545999969,-35.042619508999962],[-58.773336089990892,-35.044000712927108],[-58.772963019960464,-35.044295593058955],[-58.770793353909376,-35.045992812999941],[-58.770046384975274,-35.045370684016405],[-58.769795139884657,-35.045549041016436],[-58.7694845679917,-35.045289941041112],[-58.769270936967025,-35.045396270024639],[-58.769382515925834,-35.045543326065847],[-58.7688855160082,-35.045924035041139],[-58.767632200338426,-35.044849870125311],[-58.766198240999984,-35.043602214958753]]]]}"
686,La Union Ii,06,Buenos Aires,Cañuelas,Cañuelas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.744726744934013,-35.060969279800624],[-58.751417350824724,-35.066711198936964],[-58.748518262847981,-35.069027069489408],[-58.7418988600554,-35.063234118122182],[-58.744726744934013,-35.060969279800624]]]]}"
1497,Maximo Paz Oeste,06,Buenos Aires,Cañuelas,Cañuelas,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.628149175999965,-34.919802535999963],[-58.620343634999983,-34.930038239999931],[-58.6180640125523,-34.932927628602563],[-58.61768412410067,-34.932553420507638],[-58.617095484845692,-34.931869934367207],[-58.616995091564661,-34.931823548555435],[-58.616288621143106,-34.930963426838787],[-58.615613766395228,-34.930237841283216],[-58.6150136288437,-34.929601877011038],[-58.612964139914133,-34.927285405813635],[-58.612351162227419,-34.926529068720718],[-58.611069264573416,-34.92502394909814],[-58.612092814999983,-34.924540766999939],[-58.612309137999944,-34.924529176999954],[-58.613397496999937,-34.924245886999984],[-58.613509842999974,-34.924144990999935],[-58.613513348999959,-34.924143919999949],[-58.61462980899995,-34.923783335999929],[-58.614888612999948,-34.923698679999973],[-58.615116600999954,-34.923819800999979],[-58.615487783999981,-34.924015557999951],[-58.615657440999939,-34.924097977999963],[-58.615823002322095,-34.924105789729431],[-58.616310151999983,-34.92400794699995],[-58.616478210999958,-34.923783124999943],[-58.61677259860258,-34.923332578549172],[-58.617276984999933,-34.923492045999978],[-58.617463364999935,-34.923273735999942],[-58.617625204407418,-34.92331918225306],[-58.618297638999934,-34.922706128999948],[-58.618918906999966,-34.921680058999982],[-58.619611176999967,-34.920886846999963],[-58.620880338999939,-34.920195508999939],[-58.621111688076475,-34.920067233812553],[-58.621153304756021,-34.92004252124012],[-58.621933728926315,-34.919758792134672],[-58.622556354940635,-34.919788923175695],[-58.62284788145395,-34.919934153247411],[-58.623520106092741,-34.919935775363335],[-58.624599072999956,-34.919540551999944],[-58.625539849999939,-34.919176684999968],[-58.626462876999938,-34.918536274999951],[-58.626977641999986,-34.918681822999929],[-58.627226148999966,-34.91884192599997],[-58.627865167999971,-34.919467778999945],[-58.628149175999965,-34.919802535999963]]]]}"
372,Centro,06,Buenos Aires,Capitan Sarmiento,Capitan Sarmiento,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.790773896685813,-34.1756429529076],[-59.790026874671646,-34.176268861234924],[-59.789482616967931,-34.1764687391242],[-59.789311205583132,-34.176012849829625],[-59.789768475206657,-34.175823940260571],[-59.790676052243327,-34.175475664001127],[-59.790773896685813,-34.1756429529076]]]]}"
153,La Cooperativa,06,Buenos Aires,Carmen De Areco,Carmen De Areco,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-59.835890117350985,-34.367595032689955],[-59.836034832830229,-34.36819991589585],[-59.834778486725774,-34.3685758038139],[-59.834698920534,-34.368374548152374],[-59.834021942396568,-34.368494541631762],[-59.833756158285361,-34.367387107835057],[-59.834704314067409,-34.3672221891295],[-59.834871690826091,-34.367741057081396],[-59.835890117350985,-34.367595032689955]]]]}"
638,Gaudi,06,Buenos Aires,Coronel De Marina Leonardo Rosales,Punta Alta,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-62.088785098195757,-38.850408292771142],[-62.088278012929706,-38.85032000591486],[-62.088161034960223,-38.850330971264775],[-62.087670573430962,-38.850229752912142],[-62.087507788171322,-38.850234031332896],[-62.0860889677606,-38.849990701820417],[-62.086051154042622,-38.849953958321684],[-62.086245116302024,-38.849191466241564],[-62.086292131428536,-38.8491459847024],[-62.086511685838282,-38.848256290202379],[-62.086551440060795,-38.848230958409367],[-62.087211844126195,-38.84835317053],[-62.087290141755268,-38.848351968213358],[-62.088104291892485,-38.848490849903406],[-62.088725371680766,-38.848592521640974],[-62.088747788487566,-38.848581676277796],[-62.089243138275449,-38.848673767478743],[-62.088785098195757,-38.850408292771142]]],[[[-62.088040229365966,-38.853190774834538],[-62.087444353623148,-38.85311003473754],[-62.0860727414076,-38.85287424003635],[-62.0853313035234,-38.852746563563386],[-62.085527138862261,-38.851928664470208],[-62.085608472868088,-38.851888235842871],[-62.086288539835351,-38.852021021275831],[-62.087130058021287,-38.852144130073306],[-62.087356043034092,-38.8512382711351],[-62.088520074965885,-38.851438634983474],[-62.088040229365966,-38.853190774834538]]]]}"
156,La Pampita,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.982560532325969,-35.568741972890678],[-57.982528547517994,-35.568733976688684],[-57.982440489361267,-35.569037919358678],[-57.980891153899435,-35.568896160366187],[-57.98108890782958,-35.567900437424875],[-57.98449132292334,-35.568292307054932],[-57.984411863720624,-35.569283079691665],[-57.982850401418972,-35.569119902357123],[-57.98292097458927,-35.568759720421312],[-57.982561800078635,-35.568736442990158],[-57.982560532325969,-35.568741972890678]]]]}"
202,La Esmeralda,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.986872750730271,-35.561060259786458],[-57.984108495584266,-35.560685048685329],[-57.984830198752789,-35.55691070695503],[-57.990366275887574,-35.557578271898819],[-57.990290725923913,-35.5581300328496],[-57.990124564415247,-35.558662457234924],[-57.99121021725837,-35.558888249763015],[-57.991123388842645,-35.559562238831383],[-57.990100343426924,-35.559404948999941],[-57.990124496765,-35.558662538415227],[-57.990124456281947,-35.558662478030932],[-57.9898478578668,-35.5587376745186],[-57.987257507101049,-35.558487216786475],[-57.987142544387,-35.559295501070217],[-57.986872750730271,-35.561060259786458]]]]}"
212,Algarrobo,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.00460101699997,-35.558073561999947],[-58.005860954999946,-35.558899751999945],[-58.006739615999948,-35.559610718999977],[-58.008979819999979,-35.561657157999946],[-58.004287752999971,-35.561429955999984],[-58.00460101699997,-35.558073561999947]]]]}"
475,Los Pinos E Hipolito Yrigoyen,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.012973238958281,-35.556283803999975],[-58.012930323958287,-35.5567134408031],[-58.010567531830191,-35.556612947211427],[-58.010706247126,-35.556088125577027],[-58.012973238958281,-35.556283803999975]]]]}"
446,Ipora,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.991861702999984,-35.56705237999995],[-57.991802693999944,-35.567314196999973],[-57.991700769999966,-35.56764146699993],[-57.991684676999967,-35.568191277999972],[-57.991529108999941,-35.569133801999953],[-57.99118578599996,-35.570791919999976],[-57.989984155999935,-35.570687197999973],[-57.990778089999935,-35.566568015999962],[-57.991861702999984,-35.56705237999995]]],[[[-57.998085688576374,-35.566572956569381],[-57.997189452503456,-35.571737674612869],[-57.995986939999966,-35.57155498618225],[-57.996474170912322,-35.569074298554632],[-57.995191685605853,-35.568925938554663],[-57.995340705802938,-35.568119341627558],[-57.994082812481743,-35.5679728315911],[-57.994388342999969,-35.566172117890567],[-57.998085688576374,-35.566572956569381]]]]}"
513,Anahi,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.982918811265023,-35.573677185468533],[-57.983099552632488,-35.572660284330908],[-57.983502792683119,-35.572550869746195],[-57.983778010218835,-35.572331218027948],[-57.983940312458515,-35.5720147813442],[-57.983969670339064,-35.571751185005013],[-57.983835516897578,-35.571428576797217],[-57.983614859468183,-35.571256734853371],[-57.98327732120476,-35.571050716080229],[-57.983490326572181,-35.570206266485052],[-57.984696533320339,-35.570356581482322],[-57.984034108891507,-35.573798718108812],[-57.982918811265023,-35.573677185468533]]]]}"
514,El Porteño,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.979168044290155,-35.57450101436833],[-57.978564389896576,-35.576940736217033],[-57.976202613906942,-35.5766339509524],[-57.976784225528341,-35.5741078864832],[-57.979168044290155,-35.57450101436833]]]]}"
1387,San Cayetano,06,Buenos Aires,Chascomus,Chascomus,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.018804768072613,-35.523960993727258],[-58.019556572208984,-35.523988827798973],[-58.01981974399996,-35.524280618999967],[-58.019755370999974,-35.52595711999993],[-58.019733912999982,-35.527197009999952],[-58.019605166999952,-35.528838525999959],[-58.019433505999984,-35.531230886999936],[-58.019218928999976,-35.534181948999958],[-58.018949293240979,-35.535158800938035],[-58.01806852940777,-35.535914046984836],[-58.016062627373465,-35.536113894056164],[-58.012737100217038,-35.536636080706153],[-58.009822099578585,-35.53549945717382],[-58.010042710062216,-35.5327566466153],[-58.008665409205115,-35.531268449392861],[-58.018804768072613,-35.523960993727258]]]]}"
374,Rojas,06,Buenos Aires,Chivilcoy,Chivilcoy,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.010332139801967,-34.915419794020046],[-60.011062210907689,-34.916093590719754],[-60.011813282092277,-34.916766893003334],[-60.011831787290213,-34.916884001795239],[-60.011105239098981,-34.917459135488244],[-60.010961983409345,-34.917477491385881],[-60.010221287303658,-34.916788732187889],[-60.009527618313705,-34.9161235710033],[-60.009520333214695,-34.916029357208025],[-60.010231942306987,-34.9154567021157],[-60.010332139801967,-34.915419794020046]]]]}"
375,De Los Inmigrantes Y M. Luis Conti,06,Buenos Aires,Chivilcoy,Chivilcoy,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.002436543227496,-34.92621673228475],[-60.001722028628457,-34.92674449351226],[-60.001077828153669,-34.926158816351723],[-60.000579924914852,-34.92567565562846],[-60.000612230999934,-34.925588285657888],[-60.001292394571159,-34.92507463225855],[-60.00141179105561,-34.925113210343639],[-60.001844502998331,-34.925521695972115],[-60.002495902397669,-34.926083302229081],[-60.002436543227496,-34.92621673228475]]]]}"
160,Barrio Speranza,06,Buenos Aires,Chivilcoy,Chivilcoy,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.031397978034171,-34.880073077434218],[-60.031056218771027,-34.879758582620632],[-60.03192439111438,-34.879070123044869],[-60.032260251100112,-34.879360740840418],[-60.031397978034171,-34.880073077434218]]]]}"
174,Barrio Blanco,06,Buenos Aires,Chivilcoy,Chivilcoy,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.015110773310624,-34.916959922901093],[-60.015749930647218,-34.91750878223359],[-60.015637126232484,-34.917717363981588],[-60.015016210942633,-34.918208131088406],[-60.014194386557016,-34.91881286978726],[-60.013515857933143,-34.918169078123654],[-60.014294973095026,-34.917562813014243],[-60.014349201504622,-34.917511296025133],[-60.014484772528604,-34.917413684887862],[-60.014796585883772,-34.91716694562421],[-60.015110773310624,-34.916959922901093]]]]}"
168,Sur,06,Buenos Aires,Chivilcoy,Chivilcoy,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-60.002514223452621,-34.922787800216774],[-60.002778999999975,-34.922603999999978],[-60.003580341999964,-34.923368918999984],[-60.003314999999986,-34.923549999999977],[-60.002514223452621,-34.922787800216774]]]]}"
201,Estadio,06,Buenos Aires,Dolores,Dolores,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.671600021367041,-36.326931400580932],[-57.671214031933914,-36.327826733864327],[-57.676012539844919,-36.329097497082458],[-57.675132430491217,-36.330949638333848],[-57.671334065410811,-36.330064914091913],[-57.671777616377234,-36.329111442976576],[-57.669878879499251,-36.328545832815649],[-57.667331442875565,-36.327592967043827],[-57.66839859878867,-36.325786541732256],[-57.669660152717036,-36.32631035864847],[-57.671600021367041,-36.326931400580932]]]]}"
210,Nueva Esperanza,06,Buenos Aires,Dolores,Dolores,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.660814346586029,-36.310243881467038],[-57.665032614999973,-36.311843375999956],[-57.663612320535,-36.314539564570673],[-57.663546714899219,-36.314617826096743],[-57.663076343532857,-36.315494679147456],[-57.660889174172048,-36.314745312344158],[-57.660407937635171,-36.315624255368732],[-57.659394467077369,-36.315343562011343],[-57.659315664469432,-36.315255882646007],[-57.658927786295,-36.315107210610584],[-57.659034084442467,-36.314886162901644],[-57.659453236827851,-36.315036830340162],[-57.659797410999943,-36.31440119399997],[-57.658719761999976,-36.313989809999953],[-57.660814346586029,-36.310243881467038]]]]}"
184,Detras Del Cementerio,06,Buenos Aires,Dolores,Dolores,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.691865925044155,-36.323629373695226],[-57.691941377351952,-36.324125125114],[-57.690861350663383,-36.326544010468055],[-57.689696931702152,-36.326239591735117],[-57.690791751298129,-36.323756323059378],[-57.690636999999981,-36.323590999999965],[-57.691555051990242,-36.321946903011636],[-57.69261290928808,-36.322376815690177],[-57.691865925044155,-36.323629373695226]]]]}"
198,Arenero,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.900665693245756,-34.858890483868649],[-57.900289457027888,-34.859139683703887],[-57.899850634452342,-34.85882230586023],[-57.900168701379755,-34.858555055463654],[-57.900263802999973,-34.858289350999939],[-57.900672043999975,-34.858129142999928],[-57.901430308379879,-34.858722196972],[-57.901063426972037,-34.859048175787748],[-57.900665693245756,-34.858890483868649]]]]}"
208,El Porteño,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.910055529231052,-34.871836075084168],[-57.909320571469571,-34.872376193632547],[-57.908538072045026,-34.871632360990965],[-57.90779816074955,-34.872116486338143],[-57.907605242462552,-34.871936770918595],[-57.907641780383642,-34.871856071253575],[-57.907258289984135,-34.871462918721008],[-57.907806938026972,-34.871039604405361],[-57.908037207342275,-34.871228918720696],[-57.908657011603587,-34.870728950774726],[-57.908351257785611,-34.870558206769864],[-57.907961265573284,-34.8702147009368],[-57.90859869323716,-34.869714617429182],[-57.9091450136723,-34.870158915426288],[-57.908960014540476,-34.870268124315274],[-57.909472408315267,-34.87071582628824],[-57.909490277104261,-34.870742036510748],[-57.909442744653489,-34.87080813514148],[-57.909992845361735,-34.871341195864936],[-57.909738810801066,-34.871516012159006],[-57.910055529231052,-34.871836075084168]]]]}"
200,Peruana,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.933283934196126,-34.902448296552116],[-57.931867690598054,-34.903481470692057],[-57.931201648587027,-34.903945451540466],[-57.930607082117319,-34.903440074014767],[-57.930111360589535,-34.903691254795852],[-57.929769551821025,-34.90357653906603],[-57.929980019042915,-34.902884142878349],[-57.929872269496414,-34.902364791157183],[-57.929712139931858,-34.9016839623044],[-57.929174876890741,-34.901354909047676],[-57.926025597824875,-34.898775560506145],[-57.926380859998453,-34.898518869682874],[-57.929492026468353,-34.901220882297324],[-57.929533866999975,-34.901201087999937],[-57.930430395999963,-34.901838986999962],[-57.931538981025064,-34.902282815441382],[-57.931665109128133,-34.902150197656212],[-57.932362828541322,-34.902279643528715],[-57.933143465094467,-34.9023155614739],[-57.933283934196126,-34.902448296552116]]]]}"
206,Zona Franca,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.909446232098041,-34.853656324862],[-57.90976076148,-34.853908556999947],[-57.909456796373966,-34.85412933474],[-57.909193787121943,-34.854329483853981],[-57.908543430121959,-34.854856862731985],[-57.907955274747955,-34.855294194739962],[-57.907691586974479,-34.855576201022259],[-57.907089347275907,-34.85501326648798],[-57.907078781381919,-34.854909438488008],[-57.908046758537438,-34.854080064373136],[-57.908064585129964,-34.853900751999959],[-57.908191758999976,-34.853616227999964],[-57.908583721999946,-34.853319966999948],[-57.909027374275908,-34.852982582519886],[-57.909252201397919,-34.8528807827719],[-57.909844335999935,-34.85335983070167],[-57.909459098349984,-34.853570574861948],[-57.909446232098041,-34.853656324862]]]]}"
207,Mosconi,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.912200042403569,-34.872180314596349],[-57.912309132981974,-34.872266369376554],[-57.912393962008977,-34.872253337174776],[-57.912973639811632,-34.872769319311843],[-57.912943243392505,-34.872923535057986],[-57.913662780780179,-34.873522853026948],[-57.91154851717473,-34.875178129807146],[-57.9102749908997,-34.8740081408713],[-57.910162559048473,-34.873992128649327],[-57.908903858798148,-34.872936634412575],[-57.908855740899725,-34.872879899253384],[-57.908896940586104,-34.872817523117014],[-57.910310051350478,-34.8717099049404],[-57.910366333192748,-34.871694893990956],[-57.911075748798147,-34.872296888789151],[-57.911535647999983,-34.872706810999944],[-57.912200042403569,-34.872180314596349]]]]}"
221,El Puente,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.973266966949737,-34.818519158353645],[-57.969776999999965,-34.820758999999953],[-57.969627999999943,-34.820402999999942],[-57.970360150161525,-34.819869825888574],[-57.971383803615687,-34.819187659161507],[-57.972949151969416,-34.818174134211731],[-57.973266966949737,-34.818519158353645]]]]}"
231,Cambaceres,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.915595720960667,-34.850916355895144],[-57.913898999999958,-34.852145586462832],[-57.913453413537063,-34.851638961572],[-57.915162038427923,-34.850458413537062],[-57.915595720960667,-34.850916355895144]]]]}"
308,Piria,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.944160089058677,-34.837895369566489],[-57.948097363058686,-34.8352198349223],[-57.948584346566484,-34.834952844371323],[-57.949208279386831,-34.834586680492194],[-57.950727442328088,-34.833587408984414],[-57.952057138015476,-34.834925703968906],[-57.951274430999945,-34.835438384999975],[-57.952541929312588,-34.836799183476657],[-57.95113201013298,-34.837754296999947],[-57.950514413074252,-34.837063319253865],[-57.9460318474024,-34.8398520218514],[-57.944160089058677,-34.837895369566489]]]]}"
329,Rubencito,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.93851659889679,-34.838991839554552],[-57.937489072801988,-34.839651944148372],[-57.937217732183314,-34.839412076414831],[-57.938500073916821,-34.838436057729673],[-57.93683249747405,-34.836523992930857],[-57.937098749428053,-34.83640590828135],[-57.938075681272323,-34.836117305459105],[-57.938161252503043,-34.836232314850392],[-57.938547644262037,-34.836170582030853],[-57.9392672177634,-34.835969143446071],[-57.938320084626987,-34.83463494579847],[-57.9380349644333,-34.8347567613041],[-57.93688934368749,-34.834783984099552],[-57.936120504812941,-34.834272896418057],[-57.935961245205647,-34.833873336141572],[-57.936060392658952,-34.833607478863023],[-57.937762108347677,-34.83337251035509],[-57.938422238774457,-34.8333842633817],[-57.939397066927512,-34.8352291219483],[-57.939987684563611,-34.835164285905122],[-57.94096242034334,-34.835522648102611],[-57.941172112898677,-34.835940109830837],[-57.942248774788929,-34.835726550863477],[-57.942673187384933,-34.837047305150392],[-57.941262313084657,-34.837755570201047],[-57.9399369710917,-34.838328635323471],[-57.93851659889679,-34.838991839554552]]]]}"
333,Miguelin,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.993226121866677,-34.8059338157724],[-57.99259265746349,-34.8062864507143],[-57.99145631520993,-34.802816122295127],[-57.991858460969567,-34.802277648562743],[-57.992408204026781,-34.80203554379807],[-57.993533017985527,-34.803284927595243],[-57.993191785280814,-34.803533308454114],[-57.993598440542229,-34.804052143639467],[-57.992761644820511,-34.804426585338092],[-57.993226121866677,-34.8059338157724]]]]}"
